semana_inicio,semana_fin,anio,semana_iso,ciudad,canal_medio,tipo_medio,inversion_eur,objetivo_principal
2022-09-05,2022-09-11,2022,36,Madrid,Paid Search,Online,4612.29,Captacion
2022-09-05,2022-09-11,2022,36,Madrid,Social Paid,Online,5339.75,Notoriedad
2022-09-05,2022-09-11,2022,36,Madrid,Video Online,Online,6158.09,Captacion
2022-09-05,2022-09-11,2022,36,Madrid,Display,Online,1783.2,Remarketing
2022-09-05,2022-09-11,2022,36,Madrid,Email CRM,Online,1475.16,Click&Collect
2022-09-05,2022-09-11,2022,36,Madrid,Radio Local,Offline,4097.73,Captacion
2022-09-05,2022-09-11,2022,36,Madrid,Exterior,Offline,1945.71,Notoriedad
2022-09-05,2022-09-11,2022,36,Madrid,Prensa,Offline,3643.98,Click&Collect
2022-09-05,2022-09-11,2022,36,Barcelona,Paid Search,Online,4637.83,Performance
2022-09-05,2022-09-11,2022,36,Barcelona,Social Paid,Online,3480.42,Click&Collect
2022-09-05,2022-09-11,2022,36,Barcelona,Video Online,Online,4524.65,Notoriedad
2022-09-05,2022-09-11,2022,36,Barcelona,Display,Online,1170.02,Click&Collect
2022-09-05,2022-09-11,2022,36,Barcelona,Email CRM,Online,2022.2,Captacion
2022-09-05,2022-09-11,2022,36,Barcelona,Radio Local,Offline,2888.86,Remarketing
2022-09-05,2022-09-11,2022,36,Barcelona,Exterior,Offline,3986.25,Notoriedad
2022-09-05,2022-09-11,2022,36,Barcelona,Prensa,Offline,3020.57,Trafico tienda
2022-09-05,2022-09-11,2022,36,Valencia,Paid Search,Online,5031.79,Performance
2022-09-05,2022-09-11,2022,36,Valencia,Social Paid,Online,3487.47,Performance
2022-09-05,2022-09-11,2022,36,Valencia,Video Online,Online,1533.77,Notoriedad
2022-09-05,2022-09-11,2022,36,Valencia,Display,Online,664.34,Click&Collect
2022-09-05,2022-09-11,2022,36,Valencia,Email CRM,Online,1158.73,Trafico tienda
2022-09-05,2022-09-11,2022,36,Valencia,Radio Local,Offline,2024.19,Captacion
2022-09-05,2022-09-11,2022,36,Valencia,Exterior,Offline,2547.54,Remarketing
2022-09-05,2022-09-11,2022,36,Valencia,Prensa,Offline,3096.3,Remarketing
2022-09-05,2022-09-11,2022,36,Sevilla,Paid Search,Online,3298.68,Remarketing
2022-09-05,2022-09-11,2022,36,Sevilla,Social Paid,Online,3074.45,Captacion
2022-09-05,2022-09-11,2022,36,Sevilla,Video Online,Online,2437.99,Remarketing
2022-09-05,2022-09-11,2022,36,Sevilla,Display,Online,2157.26,Click&Collect
2022-09-05,2022-09-11,2022,36,Sevilla,Email CRM,Online,959.64,Captacion
2022-09-05,2022-09-11,2022,36,Sevilla,Radio Local,Offline,1194.83,Click&Collect
2022-09-05,2022-09-11,2022,36,Sevilla,Exterior,Offline,2793.22,Remarketing
2022-09-05,2022-09-11,2022,36,Sevilla,Prensa,Offline,1656.54,Remarketing
2022-09-05,2022-09-11,2022,36,Malaga,Paid Search,Online,4332.62,Trafico tienda
2022-09-05,2022-09-11,2022,36,Malaga,Social Paid,Online,2672.66,Click&Collect
2022-09-05,2022-09-11,2022,36,Malaga,Video Online,Online,2550.03,Remarketing
2022-09-05,2022-09-11,2022,36,Malaga,Display,Online,1453.0,Click&Collect
2022-09-05,2022-09-11,2022,36,Malaga,Email CRM,Online,1237.44,Trafico tienda
2022-09-05,2022-09-11,2022,36,Malaga,Radio Local,Offline,1489.78,Notoriedad
2022-09-05,2022-09-11,2022,36,Malaga,Exterior,Offline,1701.65,Trafico tienda
2022-09-05,2022-09-11,2022,36,Malaga,Prensa,Offline,1225.29,Click&Collect
2022-09-05,2022-09-11,2022,36,Zaragoza,Paid Search,Online,3466.26,Remarketing
2022-09-05,2022-09-11,2022,36,Zaragoza,Social Paid,Online,2479.13,Performance
2022-09-05,2022-09-11,2022,36,Zaragoza,Video Online,Online,2248.63,Remarketing
2022-09-05,2022-09-11,2022,36,Zaragoza,Display,Online,1177.76,Trafico tienda
2022-09-05,2022-09-11,2022,36,Zaragoza,Email CRM,Online,580.24,Captacion
2022-09-05,2022-09-11,2022,36,Zaragoza,Radio Local,Offline,1206.3,Captacion
2022-09-05,2022-09-11,2022,36,Zaragoza,Exterior,Offline,1766.33,Click&Collect
2022-09-05,2022-09-11,2022,36,Zaragoza,Prensa,Offline,1483.63,Captacion
2022-09-05,2022-09-11,2022,36,Bilbao,Paid Search,Online,3696.34,Trafico tienda
2022-09-05,2022-09-11,2022,36,Bilbao,Social Paid,Online,2165.73,Captacion
2022-09-05,2022-09-11,2022,36,Bilbao,Video Online,Online,1602.17,Notoriedad
2022-09-05,2022-09-11,2022,36,Bilbao,Display,Online,685.9,Performance
2022-09-05,2022-09-11,2022,36,Bilbao,Email CRM,Online,863.99,Captacion
2022-09-05,2022-09-11,2022,36,Bilbao,Radio Local,Offline,755.67,Notoriedad
2022-09-05,2022-09-11,2022,36,Bilbao,Exterior,Offline,1335.73,Performance
2022-09-05,2022-09-11,2022,36,Bilbao,Prensa,Offline,2487.27,Captacion
2022-09-05,2022-09-11,2022,36,Murcia,Paid Search,Online,3024.74,Notoriedad
2022-09-05,2022-09-11,2022,36,Murcia,Social Paid,Online,2715.56,Performance
2022-09-05,2022-09-11,2022,36,Murcia,Video Online,Online,1694.17,Performance
2022-09-05,2022-09-11,2022,36,Murcia,Display,Online,431.97,Trafico tienda
2022-09-05,2022-09-11,2022,36,Murcia,Email CRM,Online,388.49,Captacion
2022-09-05,2022-09-11,2022,36,Murcia,Radio Local,Offline,2060.52,Trafico tienda
2022-09-05,2022-09-11,2022,36,Murcia,Exterior,Offline,968.5,Trafico tienda
2022-09-05,2022-09-11,2022,36,Murcia,Prensa,Offline,1688.15,Trafico tienda
2022-09-05,2022-09-11,2022,36,Palma,Paid Search,Online,3564.11,Click&Collect
2022-09-05,2022-09-11,2022,36,Palma,Social Paid,Online,1845.25,Remarketing
2022-09-05,2022-09-11,2022,36,Palma,Video Online,Online,2340.82,Captacion
2022-09-05,2022-09-11,2022,36,Palma,Display,Online,714.59,Click&Collect
2022-09-05,2022-09-11,2022,36,Palma,Email CRM,Online,816.0,Captacion
2022-09-05,2022-09-11,2022,36,Palma,Radio Local,Offline,1553.45,Trafico tienda
2022-09-05,2022-09-11,2022,36,Palma,Exterior,Offline,1222.61,Performance
2022-09-05,2022-09-11,2022,36,Palma,Prensa,Offline,590.61,Click&Collect
2022-09-05,2022-09-11,2022,36,A Coruna,Paid Search,Online,2439.33,Captacion
2022-09-05,2022-09-11,2022,36,A Coruna,Social Paid,Online,1827.65,Notoriedad
2022-09-05,2022-09-11,2022,36,A Coruna,Video Online,Online,1165.33,Click&Collect
2022-09-05,2022-09-11,2022,36,A Coruna,Display,Online,1458.05,Notoriedad
2022-09-05,2022-09-11,2022,36,A Coruna,Email CRM,Online,694.96,Click&Collect
2022-09-05,2022-09-11,2022,36,A Coruna,Radio Local,Offline,1190.28,Notoriedad
2022-09-05,2022-09-11,2022,36,A Coruna,Exterior,Offline,1178.76,Captacion
2022-09-05,2022-09-11,2022,36,A Coruna,Prensa,Offline,1877.7,Click&Collect
2022-09-12,2022-09-18,2022,37,Madrid,Paid Search,Online,9314.19,Performance
2022-09-12,2022-09-18,2022,37,Madrid,Social Paid,Online,7049.44,Performance
2022-09-12,2022-09-18,2022,37,Madrid,Video Online,Online,10128.12,Trafico tienda
2022-09-12,2022-09-18,2022,37,Madrid,Display,Online,3826.04,Notoriedad
2022-09-12,2022-09-18,2022,37,Madrid,Email CRM,Online,744.26,Notoriedad
2022-09-12,2022-09-18,2022,37,Madrid,Radio Local,Offline,6070.29,Trafico tienda
2022-09-12,2022-09-18,2022,37,Madrid,Exterior,Offline,4209.42,Notoriedad
2022-09-12,2022-09-18,2022,37,Madrid,Prensa,Offline,3155.7,Trafico tienda
2022-09-12,2022-09-18,2022,37,Barcelona,Paid Search,Online,10010.33,Remarketing
2022-09-12,2022-09-18,2022,37,Barcelona,Social Paid,Online,4945.0,Captacion
2022-09-12,2022-09-18,2022,37,Barcelona,Video Online,Online,9338.11,Performance
2022-09-12,2022-09-18,2022,37,Barcelona,Display,Online,4533.95,Notoriedad
2022-09-12,2022-09-18,2022,37,Barcelona,Email CRM,Online,885.71,Remarketing
2022-09-12,2022-09-18,2022,37,Barcelona,Radio Local,Offline,3473.82,Notoriedad
2022-09-12,2022-09-18,2022,37,Barcelona,Exterior,Offline,3713.49,Performance
2022-09-12,2022-09-18,2022,37,Barcelona,Prensa,Offline,2832.24,Captacion
2022-09-12,2022-09-18,2022,37,Valencia,Paid Search,Online,7896.3,Captacion
2022-09-12,2022-09-18,2022,37,Valencia,Social Paid,Online,4355.75,Captacion
2022-09-12,2022-09-18,2022,37,Valencia,Video Online,Online,3106.8,Captacion
2022-09-12,2022-09-18,2022,37,Valencia,Display,Online,1172.94,Notoriedad
2022-09-12,2022-09-18,2022,37,Valencia,Email CRM,Online,2203.82,Click&Collect
2022-09-12,2022-09-18,2022,37,Valencia,Radio Local,Offline,2363.08,Click&Collect
2022-09-12,2022-09-18,2022,37,Valencia,Exterior,Offline,2864.99,Notoriedad
2022-09-12,2022-09-18,2022,37,Valencia,Prensa,Offline,2819.64,Trafico tienda
2022-09-12,2022-09-18,2022,37,Sevilla,Paid Search,Online,7036.31,Notoriedad
2022-09-12,2022-09-18,2022,37,Sevilla,Social Paid,Online,4155.57,Remarketing
2022-09-12,2022-09-18,2022,37,Sevilla,Video Online,Online,3413.53,Performance
2022-09-12,2022-09-18,2022,37,Sevilla,Display,Online,1325.44,Notoriedad
2022-09-12,2022-09-18,2022,37,Sevilla,Email CRM,Online,1026.44,Remarketing
2022-09-12,2022-09-18,2022,37,Sevilla,Radio Local,Offline,4682.43,Click&Collect
2022-09-12,2022-09-18,2022,37,Sevilla,Exterior,Offline,2173.57,Notoriedad
2022-09-12,2022-09-18,2022,37,Sevilla,Prensa,Offline,1408.76,Remarketing
2022-09-12,2022-09-18,2022,37,Malaga,Paid Search,Online,6145.38,Performance
2022-09-12,2022-09-18,2022,37,Malaga,Social Paid,Online,2976.96,Click&Collect
2022-09-12,2022-09-18,2022,37,Malaga,Video Online,Online,4287.88,Click&Collect
2022-09-12,2022-09-18,2022,37,Malaga,Display,Online,1743.39,Remarketing
2022-09-12,2022-09-18,2022,37,Malaga,Email CRM,Online,1616.6,Performance
2022-09-12,2022-09-18,2022,37,Malaga,Radio Local,Offline,2284.21,Captacion
2022-09-12,2022-09-18,2022,37,Malaga,Exterior,Offline,2672.21,Click&Collect
2022-09-12,2022-09-18,2022,37,Malaga,Prensa,Offline,2205.2,Performance
2022-09-12,2022-09-18,2022,37,Zaragoza,Paid Search,Online,6620.48,Click&Collect
2022-09-12,2022-09-18,2022,37,Zaragoza,Social Paid,Online,3322.28,Trafico tienda
2022-09-12,2022-09-18,2022,37,Zaragoza,Video Online,Online,2587.45,Click&Collect
2022-09-12,2022-09-18,2022,37,Zaragoza,Display,Online,1293.21,Notoriedad
2022-09-12,2022-09-18,2022,37,Zaragoza,Email CRM,Online,1448.51,Click&Collect
2022-09-12,2022-09-18,2022,37,Zaragoza,Radio Local,Offline,2041.64,Trafico tienda
2022-09-12,2022-09-18,2022,37,Zaragoza,Exterior,Offline,2024.41,Notoriedad
2022-09-12,2022-09-18,2022,37,Zaragoza,Prensa,Offline,2698.94,Captacion
2022-09-12,2022-09-18,2022,37,Bilbao,Paid Search,Online,6553.9,Performance
2022-09-12,2022-09-18,2022,37,Bilbao,Social Paid,Online,2833.18,Notoriedad
2022-09-12,2022-09-18,2022,37,Bilbao,Video Online,Online,2374.38,Captacion
2022-09-12,2022-09-18,2022,37,Bilbao,Display,Online,1344.62,Performance
2022-09-12,2022-09-18,2022,37,Bilbao,Email CRM,Online,1243.3,Captacion
2022-09-12,2022-09-18,2022,37,Bilbao,Radio Local,Offline,2759.95,Click&Collect
2022-09-12,2022-09-18,2022,37,Bilbao,Exterior,Offline,2053.58,Captacion
2022-09-12,2022-09-18,2022,37,Bilbao,Prensa,Offline,933.79,Remarketing
2022-09-12,2022-09-18,2022,37,Murcia,Paid Search,Online,4095.92,Performance
2022-09-12,2022-09-18,2022,37,Murcia,Social Paid,Online,3270.77,Remarketing
2022-09-12,2022-09-18,2022,37,Murcia,Video Online,Online,2550.69,Captacion
2022-09-12,2022-09-18,2022,37,Murcia,Display,Online,2122.32,Click&Collect
2022-09-12,2022-09-18,2022,37,Murcia,Email CRM,Online,427.43,Trafico tienda
2022-09-12,2022-09-18,2022,37,Murcia,Radio Local,Offline,3146.19,Performance
2022-09-12,2022-09-18,2022,37,Murcia,Exterior,Offline,2734.55,Click&Collect
2022-09-12,2022-09-18,2022,37,Murcia,Prensa,Offline,1652.75,Performance
2022-09-12,2022-09-18,2022,37,Palma,Paid Search,Online,4044.38,Performance
2022-09-12,2022-09-18,2022,37,Palma,Social Paid,Online,5185.61,Notoriedad
2022-09-12,2022-09-18,2022,37,Palma,Video Online,Online,2146.61,Trafico tienda
2022-09-12,2022-09-18,2022,37,Palma,Display,Online,1440.37,Performance
2022-09-12,2022-09-18,2022,37,Palma,Email CRM,Online,293.42,Notoriedad
2022-09-12,2022-09-18,2022,37,Palma,Radio Local,Offline,1584.1,Trafico tienda
2022-09-12,2022-09-18,2022,37,Palma,Exterior,Offline,1811.03,Performance
2022-09-12,2022-09-18,2022,37,Palma,Prensa,Offline,2073.11,Performance
2022-09-12,2022-09-18,2022,37,A Coruna,Paid Search,Online,5156.59,Trafico tienda
2022-09-12,2022-09-18,2022,37,A Coruna,Social Paid,Online,1873.93,Captacion
2022-09-12,2022-09-18,2022,37,A Coruna,Video Online,Online,1437.09,Performance
2022-09-12,2022-09-18,2022,37,A Coruna,Display,Online,1706.08,Trafico tienda
2022-09-12,2022-09-18,2022,37,A Coruna,Email CRM,Online,2424.05,Trafico tienda
2022-09-12,2022-09-18,2022,37,A Coruna,Radio Local,Offline,1781.25,Click&Collect
2022-09-12,2022-09-18,2022,37,A Coruna,Exterior,Offline,2264.55,Trafico tienda
2022-09-12,2022-09-18,2022,37,A Coruna,Prensa,Offline,1308.85,Notoriedad
2022-09-19,2022-09-25,2022,38,Madrid,Paid Search,Online,4532.58,Trafico tienda
2022-09-19,2022-09-25,2022,38,Madrid,Social Paid,Online,7833.72,Notoriedad
2022-09-19,2022-09-25,2022,38,Madrid,Video Online,Online,3852.45,Captacion
2022-09-19,2022-09-25,2022,38,Madrid,Display,Online,1151.14,Performance
2022-09-19,2022-09-25,2022,38,Madrid,Email CRM,Online,1653.01,Notoriedad
2022-09-19,2022-09-25,2022,38,Madrid,Radio Local,Offline,4671.67,Notoriedad
2022-09-19,2022-09-25,2022,38,Madrid,Exterior,Offline,2944.95,Trafico tienda
2022-09-19,2022-09-25,2022,38,Madrid,Prensa,Offline,1392.92,Click&Collect
2022-09-19,2022-09-25,2022,38,Barcelona,Paid Search,Online,5735.56,Click&Collect
2022-09-19,2022-09-25,2022,38,Barcelona,Social Paid,Online,5857.24,Captacion
2022-09-19,2022-09-25,2022,38,Barcelona,Video Online,Online,3958.28,Notoriedad
2022-09-19,2022-09-25,2022,38,Barcelona,Display,Online,2220.77,Notoriedad
2022-09-19,2022-09-25,2022,38,Barcelona,Email CRM,Online,944.6,Click&Collect
2022-09-19,2022-09-25,2022,38,Barcelona,Radio Local,Offline,3805.23,Captacion
2022-09-19,2022-09-25,2022,38,Barcelona,Exterior,Offline,2619.02,Click&Collect
2022-09-19,2022-09-25,2022,38,Barcelona,Prensa,Offline,1804.51,Captacion
2022-09-19,2022-09-25,2022,38,Valencia,Paid Search,Online,3651.47,Captacion
2022-09-19,2022-09-25,2022,38,Valencia,Social Paid,Online,4131.11,Captacion
2022-09-19,2022-09-25,2022,38,Valencia,Video Online,Online,3117.47,Captacion
2022-09-19,2022-09-25,2022,38,Valencia,Display,Online,2109.16,Captacion
2022-09-19,2022-09-25,2022,38,Valencia,Email CRM,Online,494.26,Remarketing
2022-09-19,2022-09-25,2022,38,Valencia,Radio Local,Offline,2857.4,Captacion
2022-09-19,2022-09-25,2022,38,Valencia,Exterior,Offline,3545.7,Trafico tienda
2022-09-19,2022-09-25,2022,38,Valencia,Prensa,Offline,1134.65,Captacion
2022-09-19,2022-09-25,2022,38,Sevilla,Paid Search,Online,4153.97,Click&Collect
2022-09-19,2022-09-25,2022,38,Sevilla,Social Paid,Online,1043.84,Click&Collect
2022-09-19,2022-09-25,2022,38,Sevilla,Video Online,Online,3478.09,Trafico tienda
2022-09-19,2022-09-25,2022,38,Sevilla,Display,Online,1131.07,Click&Collect
2022-09-19,2022-09-25,2022,38,Sevilla,Email CRM,Online,750.19,Captacion
2022-09-19,2022-09-25,2022,38,Sevilla,Radio Local,Offline,2415.53,Notoriedad
2022-09-19,2022-09-25,2022,38,Sevilla,Exterior,Offline,1991.81,Trafico tienda
2022-09-19,2022-09-25,2022,38,Sevilla,Prensa,Offline,1696.64,Click&Collect
2022-09-19,2022-09-25,2022,38,Malaga,Paid Search,Online,4134.92,Remarketing
2022-09-19,2022-09-25,2022,38,Malaga,Social Paid,Online,2492.84,Click&Collect
2022-09-19,2022-09-25,2022,38,Malaga,Video Online,Online,1607.51,Trafico tienda
2022-09-19,2022-09-25,2022,38,Malaga,Display,Online,1360.66,Remarketing
2022-09-19,2022-09-25,2022,38,Malaga,Email CRM,Online,414.04,Notoriedad
2022-09-19,2022-09-25,2022,38,Malaga,Radio Local,Offline,1670.13,Click&Collect
2022-09-19,2022-09-25,2022,38,Malaga,Exterior,Offline,2514.99,Notoriedad
2022-09-19,2022-09-25,2022,38,Malaga,Prensa,Offline,2352.74,Click&Collect
2022-09-19,2022-09-25,2022,38,Zaragoza,Paid Search,Online,2350.08,Trafico tienda
2022-09-19,2022-09-25,2022,38,Zaragoza,Social Paid,Online,3260.41,Trafico tienda
2022-09-19,2022-09-25,2022,38,Zaragoza,Video Online,Online,2444.27,Captacion
2022-09-19,2022-09-25,2022,38,Zaragoza,Display,Online,951.48,Captacion
2022-09-19,2022-09-25,2022,38,Zaragoza,Email CRM,Online,963.18,Performance
2022-09-19,2022-09-25,2022,38,Zaragoza,Radio Local,Offline,1590.27,Captacion
2022-09-19,2022-09-25,2022,38,Zaragoza,Exterior,Offline,2175.15,Performance
2022-09-19,2022-09-25,2022,38,Zaragoza,Prensa,Offline,1301.14,Click&Collect
2022-09-19,2022-09-25,2022,38,Bilbao,Paid Search,Online,2685.62,Click&Collect
2022-09-19,2022-09-25,2022,38,Bilbao,Social Paid,Online,1740.5,Performance
2022-09-19,2022-09-25,2022,38,Bilbao,Video Online,Online,2131.85,Remarketing
2022-09-19,2022-09-25,2022,38,Bilbao,Display,Online,778.55,Click&Collect
2022-09-19,2022-09-25,2022,38,Bilbao,Email CRM,Online,1063.32,Click&Collect
2022-09-19,2022-09-25,2022,38,Bilbao,Radio Local,Offline,2921.21,Notoriedad
2022-09-19,2022-09-25,2022,38,Bilbao,Exterior,Offline,1984.57,Performance
2022-09-19,2022-09-25,2022,38,Bilbao,Prensa,Offline,983.12,Click&Collect
2022-09-19,2022-09-25,2022,38,Murcia,Paid Search,Online,1619.8,Click&Collect
2022-09-19,2022-09-25,2022,38,Murcia,Social Paid,Online,1451.32,Click&Collect
2022-09-19,2022-09-25,2022,38,Murcia,Video Online,Online,2482.24,Captacion
2022-09-19,2022-09-25,2022,38,Murcia,Display,Online,754.62,Captacion
2022-09-19,2022-09-25,2022,38,Murcia,Email CRM,Online,685.13,Performance
2022-09-19,2022-09-25,2022,38,Murcia,Radio Local,Offline,2029.36,Notoriedad
2022-09-19,2022-09-25,2022,38,Murcia,Exterior,Offline,2665.62,Notoriedad
2022-09-19,2022-09-25,2022,38,Murcia,Prensa,Offline,1814.28,Performance
2022-09-19,2022-09-25,2022,38,Palma,Paid Search,Online,2940.63,Remarketing
2022-09-19,2022-09-25,2022,38,Palma,Social Paid,Online,2646.54,Trafico tienda
2022-09-19,2022-09-25,2022,38,Palma,Video Online,Online,1854.34,Remarketing
2022-09-19,2022-09-25,2022,38,Palma,Display,Online,439.81,Captacion
2022-09-19,2022-09-25,2022,38,Palma,Email CRM,Online,595.77,Click&Collect
2022-09-19,2022-09-25,2022,38,Palma,Radio Local,Offline,1605.55,Click&Collect
2022-09-19,2022-09-25,2022,38,Palma,Exterior,Offline,1349.61,Performance
2022-09-19,2022-09-25,2022,38,Palma,Prensa,Offline,707.74,Performance
2022-09-19,2022-09-25,2022,38,A Coruna,Paid Search,Online,2178.25,Captacion
2022-09-19,2022-09-25,2022,38,A Coruna,Social Paid,Online,1355.01,Trafico tienda
2022-09-19,2022-09-25,2022,38,A Coruna,Video Online,Online,3231.22,Click&Collect
2022-09-19,2022-09-25,2022,38,A Coruna,Display,Online,619.79,Trafico tienda
2022-09-19,2022-09-25,2022,38,A Coruna,Email CRM,Online,844.14,Trafico tienda
2022-09-19,2022-09-25,2022,38,A Coruna,Radio Local,Offline,923.54,Performance
2022-09-19,2022-09-25,2022,38,A Coruna,Exterior,Offline,1007.33,Trafico tienda
2022-09-19,2022-09-25,2022,38,A Coruna,Prensa,Offline,1992.27,Performance
2022-09-26,2022-10-02,2022,39,Madrid,Paid Search,Online,7251.12,Click&Collect
2022-09-26,2022-10-02,2022,39,Madrid,Social Paid,Online,6196.08,Performance
2022-09-26,2022-10-02,2022,39,Madrid,Video Online,Online,4155.06,Notoriedad
2022-09-26,2022-10-02,2022,39,Madrid,Display,Online,5901.31,Notoriedad
2022-09-26,2022-10-02,2022,39,Madrid,Email CRM,Online,2569.9,Trafico tienda
2022-09-26,2022-10-02,2022,39,Madrid,Radio Local,Offline,1090.31,Trafico tienda
2022-09-26,2022-10-02,2022,39,Madrid,Exterior,Offline,2433.17,Performance
2022-09-26,2022-10-02,2022,39,Madrid,Prensa,Offline,2402.99,Remarketing
2022-09-26,2022-10-02,2022,39,Barcelona,Paid Search,Online,7485.26,Captacion
2022-09-26,2022-10-02,2022,39,Barcelona,Social Paid,Online,4548.25,Notoriedad
2022-09-26,2022-10-02,2022,39,Barcelona,Video Online,Online,2387.11,Remarketing
2022-09-26,2022-10-02,2022,39,Barcelona,Display,Online,2331.04,Click&Collect
2022-09-26,2022-10-02,2022,39,Barcelona,Email CRM,Online,2413.19,Trafico tienda
2022-09-26,2022-10-02,2022,39,Barcelona,Radio Local,Offline,2749.56,Notoriedad
2022-09-26,2022-10-02,2022,39,Barcelona,Exterior,Offline,2446.16,Captacion
2022-09-26,2022-10-02,2022,39,Barcelona,Prensa,Offline,5135.86,Captacion
2022-09-26,2022-10-02,2022,39,Valencia,Paid Search,Online,4706.15,Notoriedad
2022-09-26,2022-10-02,2022,39,Valencia,Social Paid,Online,3406.1,Performance
2022-09-26,2022-10-02,2022,39,Valencia,Video Online,Online,2402.74,Notoriedad
2022-09-26,2022-10-02,2022,39,Valencia,Display,Online,1918.01,Click&Collect
2022-09-26,2022-10-02,2022,39,Valencia,Email CRM,Online,1077.32,Captacion
2022-09-26,2022-10-02,2022,39,Valencia,Radio Local,Offline,2725.06,Notoriedad
2022-09-26,2022-10-02,2022,39,Valencia,Exterior,Offline,2540.6,Trafico tienda
2022-09-26,2022-10-02,2022,39,Valencia,Prensa,Offline,2721.1,Notoriedad
2022-09-26,2022-10-02,2022,39,Sevilla,Paid Search,Online,4321.67,Trafico tienda
2022-09-26,2022-10-02,2022,39,Sevilla,Social Paid,Online,2713.52,Captacion
2022-09-26,2022-10-02,2022,39,Sevilla,Video Online,Online,3262.6,Notoriedad
2022-09-26,2022-10-02,2022,39,Sevilla,Display,Online,856.17,Performance
2022-09-26,2022-10-02,2022,39,Sevilla,Email CRM,Online,1160.21,Remarketing
2022-09-26,2022-10-02,2022,39,Sevilla,Radio Local,Offline,2410.63,Notoriedad
2022-09-26,2022-10-02,2022,39,Sevilla,Exterior,Offline,2035.81,Remarketing
2022-09-26,2022-10-02,2022,39,Sevilla,Prensa,Offline,2218.08,Performance
2022-09-26,2022-10-02,2022,39,Malaga,Paid Search,Online,2460.12,Captacion
2022-09-26,2022-10-02,2022,39,Malaga,Social Paid,Online,1875.19,Performance
2022-09-26,2022-10-02,2022,39,Malaga,Video Online,Online,3944.99,Notoriedad
2022-09-26,2022-10-02,2022,39,Malaga,Display,Online,1626.9,Click&Collect
2022-09-26,2022-10-02,2022,39,Malaga,Email CRM,Online,989.79,Performance
2022-09-26,2022-10-02,2022,39,Malaga,Radio Local,Offline,2041.39,Remarketing
2022-09-26,2022-10-02,2022,39,Malaga,Exterior,Offline,2083.89,Performance
2022-09-26,2022-10-02,2022,39,Malaga,Prensa,Offline,3093.92,Click&Collect
2022-09-26,2022-10-02,2022,39,Zaragoza,Paid Search,Online,2819.6,Performance
2022-09-26,2022-10-02,2022,39,Zaragoza,Social Paid,Online,3844.29,Trafico tienda
2022-09-26,2022-10-02,2022,39,Zaragoza,Video Online,Online,1908.51,Click&Collect
2022-09-26,2022-10-02,2022,39,Zaragoza,Display,Online,691.8,Click&Collect
2022-09-26,2022-10-02,2022,39,Zaragoza,Email CRM,Online,1525.52,Remarketing
2022-09-26,2022-10-02,2022,39,Zaragoza,Radio Local,Offline,2089.14,Notoriedad
2022-09-26,2022-10-02,2022,39,Zaragoza,Exterior,Offline,1356.37,Performance
2022-09-26,2022-10-02,2022,39,Zaragoza,Prensa,Offline,1374.27,Trafico tienda
2022-09-26,2022-10-02,2022,39,Bilbao,Paid Search,Online,3014.9,Remarketing
2022-09-26,2022-10-02,2022,39,Bilbao,Social Paid,Online,4644.14,Performance
2022-09-26,2022-10-02,2022,39,Bilbao,Video Online,Online,2433.92,Captacion
2022-09-26,2022-10-02,2022,39,Bilbao,Display,Online,694.98,Notoriedad
2022-09-26,2022-10-02,2022,39,Bilbao,Email CRM,Online,166.03,Click&Collect
2022-09-26,2022-10-02,2022,39,Bilbao,Radio Local,Offline,1510.58,Trafico tienda
2022-09-26,2022-10-02,2022,39,Bilbao,Exterior,Offline,1434.74,Captacion
2022-09-26,2022-10-02,2022,39,Bilbao,Prensa,Offline,1178.11,Notoriedad
2022-09-26,2022-10-02,2022,39,Murcia,Paid Search,Online,3018.01,Trafico tienda
2022-09-26,2022-10-02,2022,39,Murcia,Social Paid,Online,2303.88,Performance
2022-09-26,2022-10-02,2022,39,Murcia,Video Online,Online,2931.12,Click&Collect
2022-09-26,2022-10-02,2022,39,Murcia,Display,Online,1334.82,Captacion
2022-09-26,2022-10-02,2022,39,Murcia,Email CRM,Online,113.92,Notoriedad
2022-09-26,2022-10-02,2022,39,Murcia,Radio Local,Offline,1923.28,Remarketing
2022-09-26,2022-10-02,2022,39,Murcia,Exterior,Offline,2233.45,Captacion
2022-09-26,2022-10-02,2022,39,Murcia,Prensa,Offline,1762.81,Notoriedad
2022-09-26,2022-10-02,2022,39,Palma,Paid Search,Online,3293.77,Click&Collect
2022-09-26,2022-10-02,2022,39,Palma,Social Paid,Online,3112.18,Notoriedad
2022-09-26,2022-10-02,2022,39,Palma,Video Online,Online,1326.07,Remarketing
2022-09-26,2022-10-02,2022,39,Palma,Display,Online,1406.24,Notoriedad
2022-09-26,2022-10-02,2022,39,Palma,Email CRM,Online,1044.55,Performance
2022-09-26,2022-10-02,2022,39,Palma,Radio Local,Offline,914.27,Performance
2022-09-26,2022-10-02,2022,39,Palma,Exterior,Offline,1363.31,Trafico tienda
2022-09-26,2022-10-02,2022,39,Palma,Prensa,Offline,1283.41,Remarketing
2022-09-26,2022-10-02,2022,39,A Coruna,Paid Search,Online,2069.71,Performance
2022-09-26,2022-10-02,2022,39,A Coruna,Social Paid,Online,2331.94,Click&Collect
2022-09-26,2022-10-02,2022,39,A Coruna,Video Online,Online,2030.73,Trafico tienda
